Filter: related-concept
Blocker: overlap_3
K: 5
Time: 8.431977033615112 seconds
Recall: 0.8728923476005188

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'biswap', '1swap', 'jswap', 'kswap'], 'uniswap')
(0, 'aave_stableDebtTokenAddress-aRENFIL', ['ssap', 'agave', 'fluidtokens', 'defil', 'ren'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'chatex'], 'synthetix')
(0, 'Symbiosis (SIS)', ['bione', 'osmosis', 'gnosis', 'nemesisdao', 'ellipsisfinance'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['wbtc', 'hbtc', 'tbtc', 'badger', 'dgex'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['curve', 'sfinance', 'x7finance', 'agsfinance', 'ginfinance'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'nerve', 'clearpool', 'perp88', 'swerve'], 'vesper')
(1, 'LAToken', ['latoken', 'tokenomy', 'tokencan', 'tokenize', 'bitzlato'], 'latoken')
(1, 'badger_native', ['badger', 'dgex', 'helix', 'mcdex', 'primitive'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'kuufinance'], 'curve')
(1, 'Blender.io', ['blenderio', 'veritabledao', 'parallel', 'bitlaundercom', 'btclendorg'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptox', 'cryptocom', 'cryptsy', 'cryptonex'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'bastion', 'bscstation', 'notional', 'sonic'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['wbtc', 'harvestfinance', 'sfinance', 'xyfinance', 'x7finance'], 'harvestfinance')
(1, 'synthetix_SynthiREN', ['synthetix', 'synthetify', 'ren', 'varen', 'thena'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['curve', 'sfinance', 'fourswap', 'jswap', 'cswap'], 'curve')
(1, 'synthetix_SynthetixDebtShare', ['synthetix', 'synthetify', 'thena', 'xdefi', 'varen'], 'synthetix')
(0, 'fei_Chainlink TRIBE-ETH', ['oklink', 'multichain', 'sifchain', 'chainport', 'relaychain'], 'feiprotocol')
(1, 'synthetix_ProxysRUNE', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'oxygen'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'morphoaave', 'btctcom', '50btccom', 'haobtccom'], 'compound')
(1, 'synthetix_ProxysDASH', ['synthetix', 'synthetify', 'thena', 'midasdao', 'thetaswap'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'bitx'], 'bitfinex')
(1, 'dydx_SaiPriceOracle1', ['dydx', 'oracleswap', 'obric', 'agora', 'civfund'], 'dydx')
(1, 'barnbridge_aGUSD Rewards Pool', ['barnbridge', 'debridge', 'bridgekek', 'allbridge', 'wanbridge'], 'barnbridge')
(1, 'harvestfinance_PASTA/ETH:FARM', ['harvestfinance', 'sfinance', 'xyfinance', 'x7finance', 'y2kfinance'], 'harvestfinance')
(1, 'synthetix_ProxysNIKKEI', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'oxygen'], 'synthetix')
(1, 'synthetix_TokenStateiETH', ['synthetix', 'synthetify', 'fluidtokens', 'thena', 'xensa'], 'synthetix')
(0, '0x_ExchangeProxyLiquidityProviderSandbox-v4', ['xexchange', 'jexchange', 'vexchange', '0exchange', 'auxexchange'], '0x')
(1, 'harvestfinance_fDAI', ['harvestfinance', 'sfinance', 'yfdai', 'x7finance', 'xyfinance'], 'harvestfinance')
(1, 'curvefinance_USDT-DepositUSDT', ['curve', 'sfinance', 'x7finance', 'agsfinance', 'ginfinance'], 'curve')
(1, 'maker_MCD_CLIP_CALC_YFI_A', ['maker', 'stake1', 'cakedao', 'fiatdao', 'stakedao'], 'maker')
(1, 'harvestfinance_BASED/sUSD:FARM', ['harvestfinance', 'sfinance', 'x7finance', 'xyfinance', 'y2kfinance'], 'harvestfinance')
(1, 'Huobi 9', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'nobitex'], 'huobi')
(1, 'badger_harvest.renCrv', ['badger', 'dgex', 'harvestfinance', 'nerve', 'varen'], 'harvestfinance')
(1, 'Bit-x.com', ['bitx', 'bitcom', 'bitclixcom', 'bitoexcom', 'bitznetwork'], 'bitx')
(1, 'synthetix_SynthsGBP', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'metronome'], 'synthetix')
(1, 'synthetix_SynthiOIL', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'metronome'], 'synthetix')
(1, 'Binance: BGBP Token', ['latoken', 'tokenomy', 'tokencan', 'binance', 'tokenize'], 'binance')
(0, '0x_ExchangeProxyTransformerDeployer-v4', ['xexchange', 'jexchange', 'vexchange', '0exchange', 'auxexchange'], '0x')
(1, 'FYBSG.com', ['fybsg', 'fybse', 'zg', 'cloudhashingcom', 'genesis-miningcom'], 'fybsg')
(0, 'nexus_TokenFunction', ['nex', 'bastion', 'notional', 'annex', 'fluidtokens'], 'nexus')
(1, 'synthetix_ProxysDOT', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'oxygen'], 'synthetix')
(1, 'maker_UNIV2UNIETH', ['maker', 'stake1', 'daomaker', 'unilend', 'cakedao'], 'maker')
(1, 'synthetix_ProxyiLTC', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'oxygen'], 'synthetix')
(1, 'DigiFinex', ['digifinex', 'nexo', 'bitfinex', 'coinex', 'resfinex'], 'digifinex')
(1, 'synthetix_ProxysCOMP', ['synthetix', 'synthetify', 'byllscom', 'complifi', 'compound'], 'synthetix')
(1, 'sushiswap_SushiMaker', ['sushiswap', 'biswap', 'makiswap', 'fourswap', 'swapp'], 'sushiswap')
(1, 'uniswap_V3Migrator', ['uniswap', 'biswap', 'kswap', 'miniswap', '1swap'], 'uniswap')
(1, 'HolyTransaction.com', ['holytransactioncom', 'transactioncoinmining', 'pact', 'actioncryptocom', 'bastion'], 'holytransactioncom')
(1, 'maker_PIP_LRC', ['maker', 'daomaker', 'stake1', 'cakedao', 'stakedao'], 'maker')
(1, 'aave_aAmmUniDAIUSDC', ['qidao', 'nidhidao', 'agave', 'aave', 'unusdao'], 'aave')
(1, 'aave_variableDebtTokenAddress - aSNX', ['larix', 'fluidtokens', 'agave', 'fortressloans', 'aave'], 'aave')
(1, 'synthetix_StakingRewardssMSFTBalancer', ['synthetix', 'synthetify', 'balancer', 'pala', 'stake1'], 'synthetix')
(0, 'aave_stableDebtTokenAddress-aAmmUniWBTCWETH', ['ssap', 'fluidtokens', 'agave', 'veritabledao', 'everestdao'], 'aave')
(1, 'FTX Exchange', ['ftx', 'xexchange', 'phinix', 'lcx', 'coinmex'], 'ftx')
(1, 'maker_MCD_PAUSE_PROXY', ['maker', 'oxygen', 'stake1', 'cakedao', 'daomaker'], 'maker')
(1, 'aave_aAmmUniLINKWETH', ['oklink', 'unilend', 'agave', 'aave', 'ethichub'], 'aave')
(1, 'Cryptopay.me', ['cryptopayme', 'cryptox', 'cryptopia', 'cryptsy', 'cryptonit'], 'cryptopayme')
(1, 'Compound Tether', ['compound', 'geth', 'morphoaave', 'dogecompounder', 'revert'], 'compound')
(0, 'MaiCoin.com', ['coin', 'coinxtrader', 'coinw', 'fcoin', 'dcoin'], 'maicoin')
(0, 'Foundry USA', ['arkpool', 'lubiancom', 'sigmapool', '58coin', 'batpool'], 'foundrydigital')
(1, 'barnbridge_EToken WETH/USDC 25/75', ['barnbridge', 'debridge', 'bridgekek', 'allbridge', 'dgex'], 'barnbridge')
(1, 'Coin-Sweeper.com', ['coin-sweepercom', 'coin', 'coinse', '1coincom', 'coinw'], 'coin-sweepercom')
(1, 'Huobi 4', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'nobitex'], 'huobi')
(1, 'synthetix_SynthiDOT', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'metronome'], 'synthetix')
(1, 'compound_StdComptrollerG2', ['compound', 'morphoaave', 'euler', 'ruler', 'chainrollcom'], 'compound')
(1, 'vesper_VLINK-poolRewards', ['vesper', 'oklink', 'perlinx', 'qilin', 'nerve'], 'vesper')
(0, 'nexus_QuotationData', ['nex', 'bscstation', 'moondao', 'bastion', 'annex'], 'nexus')
(1, 'maker_MCD_CLIP_UNIV2DAIUSDT_A', ['maker', 'stake1', 'tether', 'cakedao', 'unusdao'], 'maker')
(1, 'synthetix_SynthsDEFI', ['synthetix', 'synthetify', 'defil', 'xdefi', 'definix'], 'synthetix')
(1, 'compound_Base200bps_Slope222bps_Kink90_Jump40', ['compound', 'morphoaave', 'loanbasecom', 'oklink', 'coinkitecom'], 'compound')
(1, 'BitMart', ['bitmart', 'bitcom', 'bitmarktpl', 'bitmarktph', 'bitme'], 'bitmart')
(1, 'bitfinex Neo/Neogas hot wallet', ['bitcom', 'bitfinex', 'wallex', 'dovewallet', 'nexo'], 'bitfinex')
