Filter: related-concept
Blocker: bm25_3
K: 10
Time: 1.7076866626739502 seconds
Recall: 0.9442282749675746

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'miniswap', 'mooniswap', 'biswap', 'emiswap', 'ethwswap', 'jediswap', 'yumiswap', 'makiswap', 'heliswap'], 'uniswap')
(1, 'aave_stableDebtTokenAddress-aRENFIL', ['fluidtokens', 'veritabledao', 'aave', 'ssap', 'everestdao', 'justdefi', 'defil', 'filda', 'fortressloans', 'harvestfinance'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'metronome', 'thetaswap', 'pantherswap', 'synapse', 'yetiswap', 'thena', 'mixswapfinance', 'bondappetit'], 'synthetix')
(0, 'Symbiosis (SIS)', ['osmosis', 'nemesisdao', 'gnosis', 'ellipsisfinance', 'sistemkoin', 'bione', 'genesis-miningcom', 'jioswap', 'radioshack', 'hadesswap'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['badger', 'sushiswap', 'wbtc', 'coinvault', 'vaultofsatoshi', 'mcdex', 'metavault', 'metavaulttrade', 'primitive', 'hiveswap'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['convergence', 'curve', 'dappaccountdao', 'zenchafinance', 'mercurity', 'harvestfinance', 'genesisfinance', 'emeraldswap', 'chaingefinance', 'flamingofinance'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'clearpool', 'betafinance', 'nerve', 'swerve', 'powerpoolfinance', 'myceliumperpetualswaps', 'hiveswap', 'neopin', 'meteorapools'], 'vesper')
(1, 'LAToken', ['latoken', 'tokencan', 'tokenize', 'tokenomy', 'bitzlato', 'tokok', 'kraken', 'tokpie', 'flatqube', 'latteswap'], 'latoken')
(1, 'badger_native', ['badger', 'primitive', 'mcdex', 'helix', 'openledgerio', 'tornadao', 'dgex', 'swapmatic', 'kromatika', 'lanternswap'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'liquidswap', 'ubiquitydao', 'openoceanfinance', 'oceanone', 'harvestfinance', 'valueliquid', 'mercurity', 'gravityfinance'], 'curve')
(1, 'Blender.io', ['blenderio', 'btclendorg', 'veritabledao', 'bitlaundercom', 'opendao', 'benddao', 'wavelength', 'governordao', 'parallel', 'asgarddao'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptocom', 'cryptox', 'cryptopia', 'cryptonex', 'cryptonit', 'sbicrypto', 'cryptoswap', 'usecryptos', 'cryptorush'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'bscstation', 'bastion', 'notional', 'openleverage', 'decryption', 'redemption', 'orbitbridge', 'tonic', 'sonic'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['harvestfinance', 'wbtc', 'nest', 'curve', 'powerpoolfinance', 'lodestarfinance', 'autosharkfinance', 'icecreamswap', 'neopin', 'btcdicecom'], 'harvestfinance')
(1, 'synthetix_SynthiREN', ['synthetix', 'synthetify', 'metronome', 'pantherswap', 'synapse', 'thetaswap', 'synfuturesv1', 'zigzag', 'minipantherdao', 'ethichub'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['neopin', 'curve', 'pancakeswapnew', 'zyberswap', 'stablekoi', 'bubbleswap', 'kibbleswap', 'stabledoin', 'nomiswap', 'meteorapools'], 'curve')
(1, 'synthetix_SynthetixDebtShare', ['synthetix', 'synthetify', 'metronome', 'thetaswap', 'pantherswap', 'synapse', 'yetiswap', 'thena', 'bondappetit', 'sharkswap'], 'synthetix')
(0, 'fei_Chainlink TRIBE-ETH', ['zenlinkastar', 'multichain', 'beethovenxoptimism', 'sifchain', 'chainport', 'oklink', 'defichain', 'relaychain', 'webribedao', 'ethichub'], 'feiprotocol')
(1, 'synthetix_ProxysRUNE', ['synthetix', 'synthetify', 'metronome', 'thetaswap', 'pantherswap', 'oxygen', 'duneswap', 'synapse', 'yetiswap', 'thena'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'morphoaave', 'btcstcom-pirateat40', 'btctcom', '50btccom', 'btcjamcom', 'haobtccom', 'btcdicecom', 'bitlaundercom', 'btcguildcom'], 'compound')
(1, 'synthetix_ProxysDASH', ['synthetix', 'synthetify', 'midasdao', 'metronome', 'thetaswap', 'pantherswap', 'oxygen', 'adaswap', 'baksdao', 'unusdao'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobikorea', 'huobijapan', 'yobit', 'aprobit', 'nobitex', 'probit', 'robiniaswap', 'bitbay', 'bitcoinde'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitfinex', 'dovewallet', 'wallex', 'bitcoinwalletcom', 'instawalletorg', 'thorwallet', 'finexbox', 'resfinex', 'coinex', 'digifinex'], 'bitfinex')
(1, 'dydx_SaiPriceOracle1', ['dydx', 'oracleswap', 'civfund', 'diceoncrackcom', 'apricotfinance', 'capricorn', 'obric', 'meteorapools', 'agora', 'ice-dicecom'], 'dydx')
(1, 'barnbridge_aGUSD Rewards Pool', ['barnbridge', 'debridge', 'allbridge', 'bridgekek', 'wanbridge', 'lagobridge', 'terrabridge', 'octusbridge', 'celerbridge', 'bridgemutual'], 'barnbridge')
(1, 'harvestfinance_PASTA/ETH:FARM', ['harvestfinance', 'nest', 'lodestarfinance', 'curve', 'tethys', 'autosharkfinance', 'starlayfinance', 'stargatefinance', 'sfinance', 'astarnova'], 'harvestfinance')
(1, 'synthetix_ProxysNIKKEI', ['synthetix', 'synthetify', 'rikkeifinance', 'metronome', 'thetaswap', 'pantherswap', 'oxygen', 'synapse', 'yetiswap', 'thena'], 'synthetix')
(1, 'synthetix_TokenStateiETH', ['synthetix', 'synthetify', 'fluidtokens', 'tokenlon', 'metronome', 'thetaswap', 'realtplatform', 'pantherswap', 'bscstation', 'instadapp'], 'synthetix')
(0, '0x_ExchangeProxyLiquidityProviderSandbox-v4', ['xexchange', 'liquidityfinance', '0exchange', 'vexchange', 'jexchange', 'dinoexchange', 'auxexchange', 'oniexchange', 'liquidswap', 'mimo'], '0x')
(1, 'harvestfinance_fDAI', ['harvestfinance', 'yfdai', 'nest', 'curve', 'lodestarfinance', 'autosharkfinance', 'sfinance', 'spacefi', 'xyfinance', 'x7finance'], 'harvestfinance')
