Filter: None
Blocker: overlap_3
K: 10
Time: 18.771164894104004 seconds
Recall: 0.8715953307392996

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'usd', 'biswap', 'miniswap', 'dpool', 'fourswap', 'hswap', 'jpool', 'jswap', 'kswap'], 'uniswap')
(0, 'aave_stableDebtTokenAddress-aRENFIL', ['xtoken', 'varen', 'stabledoin', 'latoken', 'stablfi', 'stablekoi', 'vesq', 'ssap', 'tokenomy', 'tokenize'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'gate', 'deltatheta', 'catex', 'thena', 'stafi', 'thetaswap', 'thetacash', 'chatex'], 'synthetix')
(1, 'Symbiosis (SIS)', ['symbiosisfinance', 'symblox', 'osmosis', 'bione', 'gnosis', 'basiscash', 'nemesisdao', 'jioswap', 'ellipsisfinance', 'basismarkets'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['wbtc', 'avault', 'wault', 'revault', 'vaultka', 'badger', 'vesq', 'btcc', 'ledger', 'dgex'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['mfinance', 'curve', 'sfinance', 'vyfinance', 'btfinance', 'ohfinance', 'boofinance', 'xyfinance', 'x7finance', 'wingfinance'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'dpool', 'jpool', 'geth', 'zeta', 'vesq', 'metapool', 'arkpool', 'batpool', 'bethash'], 'vesper')
(1, 'LAToken', ['latoken', 'xtoken', 'realtplatform', 'tokenomy', 'tokensfarm', 'fluidtokens', 'tokenlon', 'tokenize', 'tokencan', 'tokemak'], 'latoken')
(1, 'badger_native', ['ledger', 'badger', 'dgex', 'hedge', 'olive', 'helix', 'yamfinance', 'mcdex', 'primitive', 'dhedge'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquid', 'ankr', 'mfinance', 'liquity', 'liquidityfinance', 'liquidfinance', 'curve', 'vyfinance', 'sfinance', 'btfinance'], 'curve')
(1, 'Blender.io', ['blenderio', 'klend', 'tenderswap', 'solend', '0xlend', 'orio', 'defenderfinance', 'ribbon', 'tenderfinance', 'justdefi'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptox', 'cryptocom', 'acryptos', 'cryptsy', 'cryptopia', 'cryptonit', 'cryptonex', 'cryptoblades', 'kryptono'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'bastion', 'bscstation', 'zonic', 'sonic', 'dopex', 'axion', 'tonic', 'notional', 'friktion'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['wbtc', 'btfinance', 'mfinance', 'harvestfinance', 'vyfinance', 'sfinance', 'jpool', 'dpool', 'vestafinance', 'boofinance'], 'harvestfinance')
(1, 'synthetix_SynthiREN', ['synthetix', 'synthetify', 'siren', 'thena', 'ren', 'varen', 'thetaswap', 'thetacash', 'emirex', 'synlev'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['mfinance', 'curve', 'btfinance', 'sfinance', 'vyfinance', 'dpool', 'swapp', 'kswap', 'jswap', 'jpool'], 'curve')
(1, 'synthetix_SynthetixDebtShare', ['synthetix', 'synthetify', 'bishares', 'btse', 'landshare', 'busha', 'xdefi', 'sharedstake', 'thena', 'varen'], 'synthetix')
(0, 'fei_Chainlink TRIBE-ETH', ['chainex', 'oraichain', 'chainxyz', 'oklink', 'sifchain', 'multichain', 'geth', 'chainport', 'relaychain', 'zenlinkastar'], 'feiprotocol')
(1, 'synthetix_ProxysRUNE', ['proxy', 'synthetix', 'synthetify', 'thena', 'thetaswap', 'thetacash', 'synlev', 'oxygen', 'deltatheta', 'pantherswap'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'wbtc', 'btcc', 'btccom', 'hbtc', 'tbtc', 'btce', 'dogecompounder', 'component', 'morphoaave'], 'compound')
(1, 'synthetix_ProxysDASH', ['synthetix', 'proxy', 'synthetify', 'nash', 'thetacash', 'thena', '1hash', 'midasdao', 'thetaswap', 'oxygen'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'lobis', 'aprobit', 'shinobi', 'nobitex', 'probit', 'robiniaswap'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitcom', 'nex', 'bitfinex', 'wallex', 'dovewallet', 'coinex', 'finexbox', 'bitx', 'bitzcom', 'bitznetwork'], 'bitfinex')
(1, 'dydx_SaiPriceOracle1', ['dydx', 'dxsale', 'oracleswap', 'btcoraclecom', 'obric', 'agora', 'civfund', 'murica', 'fabric', 'diceoncrackcom'], 'dydx')
(1, 'barnbridge_aGUSD Rewards Pool', ['usd', 'barnbridge', 'debridge', 'dpool', 'jpool', 'allbridge', 'bridgekek', 'wanbridge', 'gard', 'dgex'], 'barnbridge')
(1, 'harvestfinance_PASTA/ETH:FARM', ['btfinance', 'mfinance', 'harvestfinance', 'vestafinance', 'sfinance', 'vyfinance', 'charmfinance', 'cestafinance', 'ohfinance', 'boofinance'], 'harvestfinance')
(1, 'synthetix_ProxysNIKKEI', ['synthetix', 'proxy', 'synthetify', 'thena', 'thetacash', 'thetaswap', 'rikkeifinance', 'oxygen', 'synlev', 'deltatheta'], 'synthetix')
(1, 'synthetix_TokenStateiETH', ['synthetix', 'ens', 'xtoken', 'synthetify', 'latoken', 'gate', 'tokenize', 'tokensfarm', 'geth', 'tokenomy'], 'synthetix')
(0, '0x_ExchangeProxyLiquidityProviderSandbox-v4', ['xexchange', 'liquid', 'proxy', 'vexchange', '0exchange', 'jexchange', 'changex', 'liquity', 'btcexchange', 'exchanging'], '0x')
(1, 'harvestfinance_fDAI', ['btfinance', 'mfinance', 'harvestfinance', 'vyfinance', 'sfinance', 'yfdai', 'vestafinance', 'boofinance', 'xyfinance', 'x7finance'], 'harvestfinance')
(1, 'curvefinance_USDT-DepositUSDT', ['usd', 'mfinance', 'curve', 'vyfinance', 'btfinance', 'sfinance', 'ohfinance', 'x7finance', 'boofinance', 'xyfinance'], 'curve')
(1, 'maker_MCD_CLIP_CALC_YFI_A', ['calc', 'yfii', 'maker', 'stakerz', 'elysia', 'tulip', 'birake', 'pstake', 'stake1', 'optyfi'], 'maker')
(1, 'harvestfinance_BASED/sUSD:FARM', ['usd', 'btfinance', 'mfinance', 'harvestfinance', 'sfinance', 'vyfinance', 'charmfinance', 'vestafinance', 'boofinance', 'xyfinance'], 'harvestfinance')
(1, 'Huobi 9', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'lobis', 'nobitex', 'aprobit', 'shinobi', 'probit', 'robiniaswap'], 'huobi')
(1, 'badger_harvest.renCrv', ['badger', 'vesq', 'dgex', 'ledger', 'harvestfinance', 'currency', 'nerve', 'ren', 'siren', 'varen'], 'harvestfinance')
(1, 'Bit-x.com', ['bitcom', 'bitx', 'bitclixcom', 'bitoexcom', 'bitznetwork', 'bitzcom', 'bitzinocom', 'bitmintercom', 'bitinka', 'bitstarzcom'], 'bitx')
(1, 'synthetix_SynthsGBP', ['synthetix', 'synthetify', 'thena', 'thetacash', 'thetaswap', 'deltatheta', 'synlev', 'metronome', 'pantherswap', 'synapse'], 'synthetix')
(1, 'synthetix_SynthiOIL', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'thetacash', 'cashio', 'deltatheta', 'synlev', 'metronome', 'pantherswap'], 'synthetix')
(1, 'Binance: BGBP Token', ['xtoken', 'mfinance', 'latoken', 'btfinance', 'sfinance', 'vyfinance', 'binance', 'x7finance', 'tokenomy', 'boofinance'], 'binance')
(0, '0x_ExchangeProxyTransformerDeployer-v4', ['xexchange', 'proxy', 'vexchange', '0exchange', 'jexchange', 'changex', 'btcexchange', 'exchanging', 'oniexchange', 'vccexchange'], '0x')
(1, 'FYBSG.com', ['fybsg', 'fybse', 'zg', 'cloudhashingcom', 'strongcoincom-fee', 'genesis-miningcom', 'zbcom', 'cometa', '796', 'btccom'], 'fybsg')
(0, 'nexus_TokenFunction', ['nex', 'xtoken', 'latoken', 'nexo', 'tokenomy', 'tokencan', 'tokenize', 'pionex', 'finnexus', 'bastion'], 'nexus')
(1, 'synthetix_ProxysDOT', ['synthetix', 'proxy', 'synthetify', 'thena', 'thetacash', 'thetaswap', 'oxygen', 'deltatheta', 'synlev', 'pantherswap'], 'synthetix')
(1, 'maker_UNIV2UNIETH', ['geth', 'maker', 'stakerz', 'birake', 'unidex', 'bakeryswap', 'pstake', 'stake1', 'unizen', 'giveth'], 'maker')
(1, 'synthetix_ProxyiLTC', ['proxy', 'synthetix', 'synthetify', 'thena', 'thetaswap', 'thetacash', 'deltatheta', 'synlev', 'oxygen', 'pantherswap'], 'synthetix')
(1, 'DigiFinex', ['nex', 'digifinex', 'resfinex', 'bifi', 'nexo', 'finexbox', 'bitfinex', 'tifi', 'coinex', 'chainex'], 'digifinex')
