Filter: related-concept
Blocker: overlap_3
K: 10
Time: 6.490051984786987 seconds
Recall: 0.914396887159533

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'biswap', 'jswap', 'cswap', '1swap', 'miniswap', 'kswap', 'hswap', 'swapp', 'swapr'], 'uniswap')
(0, 'aave_stableDebtTokenAddress-aRENFIL', ['ssap', 'defil', 'ren', 'fluidtokens', 'agave', 'filda', 'veritabledao', 'everestdao', 'vesper', 'stake1'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'chatex', 'bscstation', 'stake1', 'metronome', 'pantherswap', 'synapse'], 'synthetix')
(0, 'Symbiosis (SIS)', ['osmosis', 'bione', 'gnosis', 'nemesisdao', 'jioswap', 'ellipsisfinance', 'radioshack', 'telosswap', 'sistemkoin', 'hadesswap'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['wbtc', 'dgex', 'tbtc', 'hbtc', 'badger', 'coinvault', 'sushiswap', 'hiveswap', 'vaultofsatoshi', 'primitive'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['curve', 'sfinance', 'x7finance', 'ginfinance', 'dfxfinance', 'agsfinance', 'reffinance', 'dexfinance', 'soyfinance', 'kuufinance'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'nerve', 'clearpool', 'perp88', 'swerve', 'betafinance', 'perlinx', 'cropper', 'myceliumperpetualswaps', 'ethwswap'], 'vesper')
(1, 'LAToken', ['latoken', 'tokenomy', 'tokenize', 'tokencan', 'bitzlato', 'tokok', 'kraken', 'tokpie', 'latteswap', 'vaultofsatoshi'], 'latoken')
(1, 'badger_native', ['badger', 'dgex', 'mcdex', 'helix', 'primitive', 'openledgerio', 'algoliquidgovernance', 'orbitbridge', 'tornadao', 'hiveswap'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'sfinance', 'x7finance', 'agsfinance', 'soyfinance', 'dexfinance', 'reffinance', 'dfxfinance', 'kuufinance'], 'curve')
(1, 'Blender.io', ['blenderio', 'btclendorg', 'parallel', 'bitlaundercom', 'veritabledao', 'opendao', 'benddao', 'governordao', 'wavelength', 'suzukidicecom'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptox', 'cryptocom', 'cryptsy', 'cryptopia', 'cryptonit', 'cryptonex', 'allcrypt', 'cryptorush', 'usecryptos'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'bastion', 'bscstation', 'sonic', 'notional', 'tonic', 'perp88', 'redemption', 'vesper', 'decryption'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['wbtc', 'harvestfinance', 'sfinance', 'x7finance', 'xyfinance', 'apefi', 'agsfinance', 'opxfinance', 'roefinance', 'veefinance'], 'harvestfinance')
(1, 'synthetix_SynthiREN', ['synthetix', 'synthetify', 'thena', 'ren', 'varen', 'thetaswap', 'metronome', 'pantherswap', 'synapse', 'firedao'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['curve', 'sfinance', 'jswap', 'hswap', 'swapr', 'swapp', 'kswap', 'cswap', '1swap', 'fourswap'], 'curve')
(1, 'synthetix_SynthetixDebtShare', ['synthetix', 'synthetify', 'xdefi', 'thena', 'varen', 'thetaswap', 'sharkswap', 'pantherswap', 'synapse', 'metronome'], 'synthetix')
(0, 'fei_Chainlink TRIBE-ETH', ['multichain', 'oklink', 'sifchain', 'chainport', 'relaychain', 'zenlinkastar', 'atrix', 'beethovenxoptimism', 'qilin', 'ethichub'], 'feiprotocol')
(1, 'synthetix_ProxysRUNE', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'oxygen', 'pantherswap', 'synapse', 'protofi', 'metronome', 'adaxpro'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'morphoaave', 'btctcom', '50btccom', 'haobtccom', 'btcjamcom', 'btcdicecom', 'btcguildcom', 'btcstcom-pirateat40', 'comkort'], 'compound')
(1, 'synthetix_ProxysDASH', ['synthetix', 'synthetify', 'thena', 'midasdao', 'thetaswap', 'oxygen', 'pantherswap', 'bitcash', 'baksdao', 'synapse'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit', 'robiniaswap', 'probit', 'nobitex', 'lif3', 'topbtc'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitfinex', 'bitcom', 'wallex', 'dovewallet', 'bitfex', 'bitznetwork', 'bitx', 'resfinex', 'hotbit', 'nexo'], 'bitfinex')
(1, 'dydx_SaiPriceOracle1', ['dydx', 'oracleswap', 'obric', 'agora', 'civfund', 'diceoncrackcom', 'pandora', 'icedao', 'drachma', 'oraidex'], 'dydx')
(1, 'barnbridge_aGUSD Rewards Pool', ['barnbridge', 'debridge', 'allbridge', 'bridgekek', 'dgex', 'wanbridge', 'lagobridge', 'celerbridge', 'octusbridge', 'terrabridge'], 'barnbridge')
(1, 'harvestfinance_PASTA/ETH:FARM', ['harvestfinance', 'sfinance', 'xyfinance', 'x7finance', 'amyfinance', 'soyfinance', 'reffinance', 'veefinance', 'vvsfinance', 'dexfinance'], 'harvestfinance')
(1, 'synthetix_ProxysNIKKEI', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'rikkeifinance', 'oxygen', 'pantherswap', 'synapse', 'protofi', 'metronome'], 'synthetix')
(1, 'synthetix_TokenStateiETH', ['synthetix', 'synthetify', 'fluidtokens', 'thena', 'xensa', 'thetaswap', 'instadapp', 'bscstation', 'stake1', 'chatex'], 'synthetix')
(0, '0x_ExchangeProxyLiquidityProviderSandbox-v4', ['xexchange', 'jexchange', 'vexchange', '0exchange', 'oniexchange', 'dinoexchange', 'auxexchange', 'stepexchange', 'mimo', 'btcexchangero'], '0x')
(1, 'harvestfinance_fDAI', ['harvestfinance', 'sfinance', 'yfdai', 'x7finance', 'xyfinance', 'agsfinance', 'dfxfinance', 'vvsfinance', 'y2kfinance', 'veefinance'], 'harvestfinance')
(1, 'curvefinance_USDT-DepositUSDT', ['curve', 'sfinance', 'x7finance', 'ginfinance', 'agsfinance', 'kuufinance', 'vvsfinance', 'dfxfinance', 'soyfinance', 'dexfinance'], 'curve')
(1, 'maker_MCD_CLIP_CALC_YFI_A', ['maker', 'stake1', 'cakedao', 'daomaker', 'fiatdao', 'stakedao', 'brawkercom', 'bitclixcom', 'changetipcom', 'cryptolocker'], 'maker')
(1, 'harvestfinance_BASED/sUSD:FARM', ['harvestfinance', 'sfinance', 'x7finance', 'xyfinance', 'dfxfinance', 'veefinance', 'y2kfinance', 'dexfinance', 'vvsfinance', 'kuufinance'], 'harvestfinance')
(1, 'Huobi 9', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'robiniaswap', 'aprobit', 'probit', 'nobitex', 'lif3', 'topbtc'], 'huobi')
(1, 'badger_harvest.renCrv', ['dgex', 'badger', 'harvestfinance', 'ren', 'varen', 'nerve', 'strike', 'sentre', 'swerve', 'vesper'], 'harvestfinance')
(1, 'Bit-x.com', ['bitcom', 'bitx', 'bitclixcom', 'bitoexcom', 'bitznetwork', 'bitzcom', 'bitcoinwebankcom', 'bitelfincom', 'bitcoin-roulettecom', 'bitpaycom'], 'bitx')
(1, 'synthetix_SynthsGBP', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'metronome', 'pantherswap', 'synapse', 'arthswap', 'yetiswap', 'minipantherdao'], 'synthetix')
(1, 'synthetix_SynthiOIL', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'metronome', 'pantherswap', 'synapse', 'yetiswap', 'ethichub', 'minipantherdao'], 'synthetix')
(1, 'Binance: BGBP Token', ['latoken', 'tokencan', 'tokenize', 'binance', 'tokenomy', 'reffinance', 'fuzzfinance', 'acsifinance', 'planetfinance', 'saros'], 'binance')
(0, '0x_ExchangeProxyTransformerDeployer-v4', ['xexchange', 'vexchange', '0exchange', 'jexchange', 'dinoexchange', 'auxexchange', 'oniexchange', 'mimo', 'btcexchangero', 'stepexchange'], '0x')
(1, 'FYBSG.com', ['fybsg', 'fybse', 'zg', 'zbcom', 'strongcoincom-fee', 'genesis-miningcom', 'cloudhashingcom', '796', 'btctcom', 'comkort'], 'fybsg')
(1, 'nexus_TokenFunction', ['nex', 'bastion', 'notional', 'fluidtokens', 'annex', 'nexus', 'decryption', 'bscstation', 'arctic', 'fundex'], 'nexus')
(1, 'synthetix_ProxysDOT', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'oxygen', 'pantherswap', 'protofi', 'synapse', 'metronome', 'adaxpro'], 'synthetix')
