Filter: related-concept
Blocker: bm25_3
K: 25
Time: 1.6893336772918701 seconds
Recall: 0.9546044098573282

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'miniswap', 'mooniswap', 'biswap', 'emiswap', 'yetiswap', 'heliswap', 'makiswap', 'ethwswap', 'yumiswap', 'jediswap', 'tether', 'yokaiswap', 'sushiswap', 'corgiswap', 'mochiswap', 'cetus', 'senpaiswap', 'energiswap', 'kawaiiswap', 'muesliswapmilkada', 'comethswap', 'sashimiswap', 'oolongswap', 'spookyswap'], 'uniswap')
(1, 'aave_stableDebtTokenAddress-aRENFIL', ['fluidtokens', 'veritabledao', 'aave', 'ssap', 'everestdao', 'justdefi', 'filda', 'defil', 'fortressloans', 'harvestfinance', 'ren', 'morphoaave', 'realtplatform', 'unfederalreserve', 'tornadao', 'agave', 'vesper', 'daomaker', 'lodestarfinance', 'hundredfinance', 'kassandradao', 'lendflare', 'templedaotrade', 'aladdin', 'daoventures'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'metronome', 'thetaswap', 'pantherswap', 'synapse', 'yetiswap', 'thena', 'mixswapfinance', 'bondappetit', 'changetipcom', 'minipantherdao', 'synfuturesv1', 'bscstation', 'zigzag', 'tether', 'bitindi', 'Obyte', 'metatdex', 'theopendaosos', 'forthewinnetwork', 'stargatefinance', 'dooarbsc', 'chatex', 'fatexfi'], 'synthetix')
(0, 'Symbiosis (SIS)', ['osmosis', 'nemesisdao', 'gnosis', 'ellipsisfinance', 'sistemkoin', 'bione', 'genesis-miningcom', 'jioswap', 'hadesswap', 'radioshack', 'telosswap', 'integralsize', 'morpheusswap', 'doglandsswap', 'opendao', 'solidlyv2', 'latoken', 'kswapfinance', 'loopring', 'bitwala', 'b2bx', 'piratedao', 'crex24', 'orcadao', 'kurant'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['badger', 'sushiswap', 'wbtc', 'coinvault', 'vaultofsatoshi', 'mcdex', 'metavault', 'metavaulttrade', 'primitive', 'hiveswap', 'meteorapools', 'helix', 'cryptorushin', 'openledgerio', 'btcexchangero', 'nidhidao', 'wepiggy', 'vesper', 'tornadao', 'dgex', 'tbtc', 'hbtc', 'swapmatic', 'kromatika', 'lanternswap'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['convergence', 'curve', 'dappaccountdao', 'zenchafinance', 'mercurity', 'harvestfinance', 'genesisfinance', 'emeraldswap', 'chaingefinance', 'flamingofinance', 'leancycom', 'sfinance', 'x7finance', 'vvsfinance', 'soyfinance', 'kuufinance', 'ginfinance', 'dfxfinance', 'agsfinance', 'dexfinance', 'reffinance', 'kacofinance', 'bombfinance', 'koyofinance', 'embrfinance'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'clearpool', 'betafinance', 'nerve', 'swerve', 'powerpoolfinance', 'myceliumperpetualswaps', 'hiveswap', 'neopin', 'meteorapools', 'perp88', 'anetabtc', 'metatdex', 'metapoly', 'ethichub', 'ethwswap', 'dispensertf', 'ifnetwork', 'metalswap', 'thetaswap', 'perlinx', 'cropper', 'spectrumswap', 'nervenetwork', 'metastreet'], 'vesper')
(1, 'LAToken', ['latoken', 'tokencan', 'tokenomy', 'tokenize', 'bitzlato', 'tokok', 'kraken', 'tokpie', 'flatqube', 'latteswap', 'atomars', 'mercatox', 'tokocrypto', 'coinbroker', 'chickenswap', 'tradesatoshi', 'platypusfinance', 'cryptonatorcom', 'vaultofsatoshi', 'jupiter', 'banxio', 'opendao', 'morpheusswap', 'tipidao', 'loopring'], 'latoken')
(1, 'badger_native', ['badger', 'primitive', 'mcdex', 'helix', 'openledgerio', 'tornadao', 'dgex', 'kromatika', 'swapmatic', 'lanternswap', 'cryptonatorcom', 'orbitbridge', 'olivedao', 'hiveswap', 'bscstation', 'burgerswap', 'freeriver', 'debridge', 'defiedge', 'bitgertswap', 'bridgekek', 'allbridge', 'btcexchangero', 'barnbridge', 'wanbridge'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'liquidswap', 'ubiquitydao', 'oceanone', 'openoceanfinance', 'harvestfinance', 'valueliquid', 'mercurity', 'gravityfinance', 'dappaccountdao', 'squiddao', 'parallel', 'izumi', 'sfinance', 'x7finance', 'kava', 'dexfinance', 'dfxfinance', 'vvsfinance', 'agsfinance', 'soyfinance', 'reffinance', 'ginfinance', 'kuufinance'], 'curve')
(1, 'Blender.io', ['blenderio', 'btclendorg', 'veritabledao', 'bitlaundercom', 'opendao', 'benddao', 'wavelength', 'governordao', 'parallel', 'sideshift', 'vedao', 'agarthadao', 'betcoinsnet', 'blueskymarketplace', 'halodao', 'piratedao', 'inputsio', 'orcadao', 'defidollardao', 'cryptolocker', 'btcguildcom', 'badger', 'theopendaosos', 'btcjamcom', 'paladindao'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptocom', 'cryptox', 'cryptonex', 'cryptopia', 'cryptonit', 'tokocrypto', 'usecryptos', 'cryptorush', 'cryptoswap', 'cryptology', 'sbicrypto', 'cryptonatorcom', 'crypto-tradecom', 'cryptopayme', 'cryptotrade', 'decryptola', 'actioncryptocom', 'cryptostockscom', 'cryptomineio', 'cryptolocker', 'cryptorushin', 'cryptomarket', 'cryptsy', 'kryptono'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'bscstation', 'bastion', 'notional', 'openleverage', 'decryption', 'redemption', 'orbitbridge', 'tonic', 'sonic', 'evolutionmarket', 'actioncryptocom', 'complifi', 'animeswap', 'positionexchange', 'erasure', 'opendao', 'ampleswap', 'holytransactioncom', 'piratedao', 'tectonic', 'openbook', 'openswap', 'swapmatic', 'kromatika'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['harvestfinance', 'wbtc', 'nest', 'curve', 'powerpoolfinance', 'lodestarfinance', 'autosharkfinance', 'icecreamswap', 'neopin', 'btcdicecom', 'sfinance', 'clearpool', 'meteorapools', 'xyfinance', 'x7finance', 'ifnetwork', 'soyfinance', 'opxfinance', 'roefinance', 'agsfinance', 'reffinance', 'apefi', 'dexfinance', 'ocpfinance', 'vvsfinance'], 'harvestfinance')
