Filter: None
Blocker: overlap_3
K: 5
Time: 19.07949209213257 seconds
Recall: 0.8261997405966277

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'usd', 'biswap', 'miniswap', 'dpool'], 'uniswap')
(0, 'aave_stableDebtTokenAddress-aRENFIL', ['xtoken', 'varen', 'stabledoin', 'latoken', 'stablfi'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'gate', 'deltatheta', 'catex'], 'synthetix')
(1, 'Symbiosis (SIS)', ['symbiosisfinance', 'symblox', 'osmosis', 'bione', 'gnosis'], 'symbiosisfinance')
(0, 'badger_native.sushiDiggWbtc-vault', ['wbtc', 'avault', 'wault', 'revault', 'vaultka'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['mfinance', 'curve', 'sfinance', 'vyfinance', 'btfinance'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'dpool', 'jpool', 'geth', 'zeta'], 'vesper')
(1, 'LAToken', ['latoken', 'xtoken', 'realtplatform', 'tokenomy', 'tokensfarm'], 'latoken')
(1, 'badger_native', ['ledger', 'badger', 'dgex', 'hedge', 'olive'], 'badger')
(0, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquid', 'ankr', 'mfinance', 'liquity', 'liquidityfinance'], 'curve')
(1, 'Blender.io', ['blenderio', 'klend', 'tenderswap', 'solend', '0xlend'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptox', 'cryptocom', 'acryptos', 'cryptsy'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'bastion', 'bscstation', 'zonic', 'sonic'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['wbtc', 'btfinance', 'mfinance', 'harvestfinance', 'vyfinance'], 'harvestfinance')
(1, 'synthetix_SynthiREN', ['synthetix', 'synthetify', 'siren', 'thena', 'ren'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['mfinance', 'curve', 'btfinance', 'sfinance', 'vyfinance'], 'curve')
(1, 'synthetix_SynthetixDebtShare', ['synthetix', 'synthetify', 'bishares', 'btse', 'landshare'], 'synthetix')
(0, 'fei_Chainlink TRIBE-ETH', ['chainex', 'oraichain', 'chainxyz', 'oklink', 'sifchain'], 'feiprotocol')
(1, 'synthetix_ProxysRUNE', ['proxy', 'synthetix', 'synthetify', 'thena', 'thetaswap'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'wbtc', 'btcc', 'btccom', 'hbtc'], 'compound')
(1, 'synthetix_ProxysDASH', ['synthetix', 'proxy', 'synthetify', 'nash', 'thetacash'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'lobis'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitcom', 'nex', 'bitfinex', 'wallex', 'dovewallet'], 'bitfinex')
(1, 'dydx_SaiPriceOracle1', ['dydx', 'dxsale', 'oracleswap', 'btcoraclecom', 'obric'], 'dydx')
(1, 'barnbridge_aGUSD Rewards Pool', ['usd', 'barnbridge', 'debridge', 'dpool', 'jpool'], 'barnbridge')
(1, 'harvestfinance_PASTA/ETH:FARM', ['btfinance', 'mfinance', 'harvestfinance', 'vestafinance', 'sfinance'], 'harvestfinance')
(1, 'synthetix_ProxysNIKKEI', ['synthetix', 'proxy', 'synthetify', 'thena', 'thetacash'], 'synthetix')
(1, 'synthetix_TokenStateiETH', ['synthetix', 'ens', 'xtoken', 'synthetify', 'latoken'], 'synthetix')
(0, '0x_ExchangeProxyLiquidityProviderSandbox-v4', ['xexchange', 'liquid', 'proxy', 'vexchange', '0exchange'], '0x')
(1, 'harvestfinance_fDAI', ['btfinance', 'mfinance', 'harvestfinance', 'vyfinance', 'sfinance'], 'harvestfinance')
(1, 'curvefinance_USDT-DepositUSDT', ['usd', 'mfinance', 'curve', 'vyfinance', 'btfinance'], 'curve')
(1, 'maker_MCD_CLIP_CALC_YFI_A', ['calc', 'yfii', 'maker', 'stakerz', 'elysia'], 'maker')
(1, 'harvestfinance_BASED/sUSD:FARM', ['usd', 'btfinance', 'mfinance', 'harvestfinance', 'sfinance'], 'harvestfinance')
(1, 'Huobi 9', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'lobis'], 'huobi')
(1, 'badger_harvest.renCrv', ['badger', 'vesq', 'dgex', 'ledger', 'harvestfinance'], 'harvestfinance')
(1, 'Bit-x.com', ['bitcom', 'bitx', 'bitclixcom', 'bitoexcom', 'bitznetwork'], 'bitx')
(1, 'synthetix_SynthsGBP', ['synthetix', 'synthetify', 'thena', 'thetacash', 'thetaswap'], 'synthetix')
(1, 'synthetix_SynthiOIL', ['synthetix', 'synthetify', 'thena', 'thetaswap', 'thetacash'], 'synthetix')
(0, 'Binance: BGBP Token', ['xtoken', 'mfinance', 'latoken', 'btfinance', 'sfinance'], 'binance')
(0, '0x_ExchangeProxyTransformerDeployer-v4', ['xexchange', 'proxy', 'vexchange', '0exchange', 'jexchange'], '0x')
(1, 'FYBSG.com', ['fybsg', 'fybse', 'zg', 'cloudhashingcom', 'strongcoincom-fee'], 'fybsg')
(0, 'nexus_TokenFunction', ['nex', 'xtoken', 'latoken', 'nexo', 'tokenomy'], 'nexus')
(1, 'synthetix_ProxysDOT', ['synthetix', 'proxy', 'synthetify', 'thena', 'thetacash'], 'synthetix')
(1, 'maker_UNIV2UNIETH', ['geth', 'maker', 'stakerz', 'birake', 'unidex'], 'maker')
(1, 'synthetix_ProxyiLTC', ['proxy', 'synthetix', 'synthetify', 'thena', 'thetaswap'], 'synthetix')
(1, 'DigiFinex', ['nex', 'digifinex', 'resfinex', 'bifi', 'nexo'], 'digifinex')
(1, 'synthetix_ProxysCOMP', ['synthetix', 'proxy', 'synthetify', 'zg', 'zbcom'], 'synthetix')
(1, 'sushiswap_SushiMaker', ['sushiswap', 'biswap', 'jswap', 'makiswap', '1swap'], 'sushiswap')
(1, 'uniswap_V3Migrator', ['uniswap', 'biswap', 'swapp', 'hswap', 'jswap'], 'uniswap')
(1, 'HolyTransaction.com', ['holytransactioncom', 'transactioncoinmining', 'polytrade', 'pact', 'actioncryptocom'], 'holytransactioncom')
(1, 'maker_PIP_LRC', ['maker', 'stakerz', 'daomaker', 'pippi', 'sakeperp'], 'maker')
(0, 'aave_aAmmUniDAIUSDC', ['usd', 'amun', 'unidex', 'kommunitas', 'gamma'], 'aave')
(0, 'aave_variableDebtTokenAddress - aSNX', ['xtoken', 'latoken', 'tokenomy', 'tokencan', 'tokenize'], 'aave')
(1, 'synthetix_StakingRewardssMSFTBalancer', ['synthetix', 'synthetify', 'balancer', 'stake1', 'nftb'], 'synthetix')
(0, 'aave_stableDebtTokenAddress-aAmmUniWBTCWETH', ['wbtc', 'xtoken', 'stabledoin', 'stablfi', 'latoken'], 'aave')
(1, 'FTX Exchange', ['ftx', 'jexchange', '0exchange', 'xexchange', 'vexchange'], 'ftx')
(1, 'maker_MCD_PAUSE_PROXY', ['proxy', 'maker', 'stakerz', 'metaversepro', 'pstake'], 'maker')
(0, 'aave_aAmmUniLINKWETH', ['qilin', 'amun', 'geth', 'oklink', 'unilend'], 'aave')
(1, 'Cryptopay.me', ['cryptopayme', 'cryptox', 'cryptopia', 'acryptos', 'cryptsy'], 'cryptopayme')
(1, 'Compound Tether', ['compound', 'geth', 'morphoaave', 'dogecompounder', 'revert'], 'compound')
(0, 'MaiCoin.com', ['coin', '1coincom', 'dcoin', '1coin', 'coinw'], 'maicoin')
(1, 'Foundry USA', ['foundrydigital', 'unbound', 'nouns', 'ethereumfoundation', 'compound'], 'foundrydigital')
(1, 'barnbridge_EToken WETH/USDC 25/75', ['usd', 'barnbridge', 'xtoken', 'debridge', 'latoken'], 'barnbridge')
(1, 'Coin-Sweeper.com', ['coin', 'coin-sweepercom', 'coinse', 'fcoin', 'dcoin'], 'coin-sweepercom')
(1, 'Huobi 4', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'lobis'], 'huobi')
(1, 'synthetix_SynthiDOT', ['synthetix', 'synthetify', 'lido', 'thena', 'thetaswap'], 'synthetix')
(1, 'compound_StdComptrollerG2', ['compound', 'dogecompounder', 'component', 'foundrydigital', 'unbound'], 'compound')
(1, 'vesper_VLINK-poolRewards', ['vesper', 'dpool', 'jpool', 'arkpool', 'vesq'], 'vesper')
(0, 'nexus_QuotationData', ['nex', 'bscstation', 'finnexus', 'pionex', 'nexo'], 'nexus')
(1, 'maker_MCD_CLIP_UNIV2DAIUSDT_A', ['usd', 'maker', 'stakerz', 'tulip', 'yfdai'], 'maker')
(1, 'synthetix_SynthsDEFI', ['synthetix', 'synthetify', 'xdefi', 'defil', 'amesdefi'], 'synthetix')
(1, 'compound_Base200bps_Slope222bps_Kink90_Jump40', ['compound', 'ease', 'dogecompounder', 'component', 'basefex'], 'compound')
(1, 'BitMart', ['bitmart', 'bitcom', 'bitmarktpl', 'bitmarktph', 'bitme'], 'bitmart')
(1, 'bitfinex Neo/Neogas hot wallet', ['bitfinex', 'nex', 'bitcom', 'wallex', 'dovewallet'], 'bitfinex')
