Filter: None
Blocker: bm25_3
K: 10
Time: 3.9832096099853516 seconds
Recall: 0.9156939040207522

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'miniswap', 'mooniswap', 'slushpoolcom', 'pooltogether', 'jpool', 'dpool', 'biswap', 'emiswap', 'arkpool'], 'uniswap')
(0, 'aave_stableDebtTokenAddress-aRENFIL', ['stabledoin', 'xtoken', 'stablekoi', 'latoken', 'arenaswap', 'tokencan', 'tokenomy', 'tokenize', 'stablfi', 'tokensfarm'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'deltatheta', 'metronome', 'thetacash', 'thetaswap', 'pantherswap', 'scientix', 'thetanuts', 'synlev'], 'synthetix')
(1, 'Symbiosis (SIS)', ['symbiosisfinance', 'osmosis', 'symblox', 'basiscash', 'nemesisdao', 'kinesislabs', 'gnosis', 'basismarkets', 'genesisfinance', 'ellipsisfinance'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['badger', 'avault', 'revault', 'vaultka', 'sushiswap', 'wbtc', 'coinvault', 'robovault', 'cvaultfinance', 'vaultofsatoshi'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['convergence', 'curve', 'currency', 'votium', 'crafting', 'dappaccountdao', 'zenchafinance', 'aptinfinance', 'mercurity', 'securofinance'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'slushpoolcom', 'metapool', 'pooltogether', 'bethash', 'dpool', 'jpool', 'batpool', 'aaopool', 'arkpool'], 'vesper')
(1, 'LAToken', ['latoken', 'xtoken', 'tokencan', 'tokenize', 'tokenomy', 'tokensfarm', 'fluidtokens', 'tokenlon', 'tokemak', 'bitzlato'], 'latoken')
(1, 'badger_native', ['badger', 'ledger', 'primitive', 'mcdex', 'helix', 'eternalfinance', 'yamfinance', 'frognationfarm', 'dominationfinance', 'internet_archive'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquidityfinance', 'steakhutliquidity', 'liquid', 'curve', 'liquity', 'liquidfinance', 'tezosliquiditybaking', 'liquidrium', 'freeliquid', 'liquidswap'], 'curve')
(1, 'Blender.io', ['blenderio', 'tenderswap', 'deribit', 'deridex', 'klend', 'tenderfinance', 'solend', '0xlend', 'ribbon', 'defenderfinance'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptoblades', 'cryptocom', 'cryptox', 'acryptos', 'cryptonex', 'cryptonit', 'cryptopia', 'sbicrypto', 'cryptorush'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'based', 'bscstation', 'ratiofinance', 'simplecoin', 'simplecoinus_mining', 'frognationfarm', 'bastion', 'notional', 'friktion'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['harvestfinance', 'wbtc', 'vestafinance', 'btfinance', 'revestfinance', 'nest', 'icecreamfinance', 'metapool', 'emcdpool', 'btccpool'], 'harvestfinance')
(1, 'synthetix_SynthiREN', ['synthetix', 'synthetify', 'metronome', 'pantherswap', 'siren', 'synlev', 'synapse', 'thetaswap', 'thetacash', 'syncnetwork'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['neopin', 'dpool', 'jpool', 'curve', 'pancakeswapnew', 'arkpool', 'aaopool', 'batpool', 'zyberswap', 'btccpool'], 'curve')
(1, 'synthetix_SynthetixDebtShare', ['synthetix', 'synthetify', 'metronome', 'thetacash', 'thetaswap', 'deltatheta', 'pantherswap', 'bishares', 'landshare', 'scientix'], 'synthetix')
(0, 'fei_Chainlink TRIBE-ETH', ['zenlinkastar', 'oraichain', 'multichain', 'beethovenxoptimism', 'bankofchain', 'chainex', 'coinlistpro', 'chainxyz', 'sifchain', 'ethernity'], 'feiprotocol')
(1, 'synthetix_ProxysRUNE', ['synthetix', 'synthetify', 'proxy', 'metronome', 'thetacash', 'thetaswap', 'deltatheta', 'pantherswap', 'thorstarter', 'oxygen'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'dogecompounder', 'morphoaave', 'wbtc', 'revert', 'component', 'unbound', 'foundrydigital', 'stakehound', 'composable'], 'compound')
(1, 'synthetix_ProxysDASH', ['synthetix', 'synthetify', 'proxy', 'thetacash', 'midasdao', 'metronome', 'thetaswap', 'deltatheta', 'pantherswap', 'oxygen'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'lobis', 'sbicrypto', 'aprobit', 'shinobi', 'nobitex', 'globiance'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitfinex', 'dovewallet', 'ambirewallet', 'wallex', 'myetherwallet', 'bitcoinwalletcom', 'instawalletorg', 'thorwallet', 'convergence', 'resfinex'], 'bitfinex')
(1, 'dydx_SaiPriceOracle1', ['dydx', 'oracleswap', 'btcoraclecom', 'dxsale', 'civfund', 'diceoncrackcom', 'primedicecom', 'apricotfinance', 'capricorn', 'obric'], 'dydx')
(1, 'barnbridge_aGUSD Rewards Pool', ['barnbridge', 'debridge', 'allbridge', 'bridgekek', 'wanbridge', 'lagobridge', 'celerbridge', 'terrabridge', 'octusbridge', 'bridgemutual'], 'barnbridge')
(1, 'harvestfinance_PASTA/ETH:FARM', ['harvestfinance', 'vestafinance', 'nest', 'astarfarm', 'btfinance', 'revestfinance', 'charmfinance', 'cestafinance', 'lodestarfinance', 'xmaspast'], 'harvestfinance')
(1, 'synthetix_ProxysNIKKEI', ['synthetix', 'synthetify', 'proxy', 'rikkeifinance', 'metronome', 'thetaswap', 'thetacash', 'deltatheta', 'pantherswap', 'oxygen'], 'synthetix')
(1, 'synthetix_TokenStateiETH', ['synthetix', 'synthetify', 'xtoken', 'tokensfarm', 'fluidtokens', 'latoken', 'tokencan', 'tokenize', 'tokenomy', 'deltatheta'], 'synthetix')
(0, '0x_ExchangeProxyLiquidityProviderSandbox-v4', ['xexchange', 'proxy', 'thesandbox', 'liquidityfinance', 'steakhutliquidity', 'liquid', '0exchange', 'vexchange', 'jexchange', 'liquity'], '0x')
(1, 'harvestfinance_fDAI', ['harvestfinance', 'yfdai', 'vestafinance', 'btfinance', 'revestfinance', 'nest', 'curve', 'charmfinance', 'cestafinance', 'esterfinance'], 'harvestfinance')
(1, 'curvefinance_USDT-DepositUSDT', ['tether', 'curve', 'plutusdao', 'usd', 'invictusdao', 'positionexchange', 'esdtmarket', 'deusfi', 'zeusfinance', 'unusdao'], 'curve')
(1, 'maker_MCD_CLIP_CALC_YFI_A', ['maker', 'calc', 'eclipsemccom', 'stakerz', 'daomaker', 'bakeryswap', 'bakerguild', 'yfii', 'fiatdao', 'tulip'], 'maker')
(1, 'harvestfinance_BASED/sUSD:FARM', ['harvestfinance', 'namebase', 'vestafinance', 'btfinance', 'revestfinance', 'charmfinance', 'nest', 'basefex', 'kebabfinance', 'coinbase'], 'harvestfinance')
(1, 'Huobi 9', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'lobis', 'sbicrypto', 'aprobit', 'shinobi', 'nobitex', 'globiance'], 'huobi')
(1, 'badger_harvest.renCrv', ['badger', 'harvestfinance', 'currency', 'ledger', 'investin', 'metastreet', 'vestafinance', 'revestfinance', 'openledgerio', 'vesq'], 'harvestfinance')
(1, 'Bit-x.com', ['bitx', 'bitoexcom', 'bitclixcom', 'faucetboxcom', 'mpexco', 'excoino', 'bitnzcom', 'bitpaycom', 'bitzinocom', 'bitbondcom'], 'bitx')
(1, 'synthetix_SynthsGBP', ['synthetix', 'synthetify', 'metronome', 'pantherswap', 'synlev', 'synapse', 'thetaswap', 'thetacash', 'syncnetwork', 'deltatheta'], 'synthetix')
(1, 'synthetix_SynthiOIL', ['synthetix', 'synthetify', 'metronome', 'pantherswap', 'synlev', 'synapse', 'thetaswap', 'thetacash', 'syncnetwork', 'deltatheta'], 'synthetix')
(1, 'Binance: BGBP Token', ['xtoken', 'latoken', 'tokenomy', 'tokenize', 'tokencan', 'tokensfarm', 'tokenlon', 'poptown', 'fluidtokens', 'binance'], 'binance')
(0, '0x_ExchangeProxyTransformerDeployer-v4', ['xexchange', 'proxy', '0exchange', 'jexchange', 'vexchange', 'btcexchange', 'craniumexchange', 'dinoexchange', 'auxexchange', 'letsexchange'], '0x')
(1, 'FYBSG.com', ['fybsg', 'fybse', 'zg', 'cloudhashingcom', 'strongcoincom-fee', 'genesis-miningcom', 'zbcom', 'cometa', '796', 'btccom'], 'fybsg')
(1, 'nexus_TokenFunction', ['xtoken', 'finnexus', 'latoken', 'tokenize', 'tokencan', 'tokenomy', 'nexus', 'tokensfarm', 'fluidtokens', 'nexusprotocol'], 'nexus')
(1, 'synthetix_ProxysDOT', ['synthetix', 'synthetify', 'proxy', 'metronome', 'thetaswap', 'thetacash', 'deltatheta', 'pantherswap', 'oxygen', 'dotdotfinance'], 'synthetix')
(1, 'maker_UNIV2UNIETH', ['maker', 'universeftm', 'universe', 'unidex', 'unizen', 'unicly', 'universefinance', 'uniswap', 'unilend', 'unifarm'], 'maker')
(1, 'synthetix_ProxyiLTC', ['synthetix', 'synthetify', 'proxy', 'metronome', 'thetaswap', 'thetacash', 'deltatheta', 'pantherswap', 'oxygen', 'scientix'], 'synthetix')
(1, 'DigiFinex', ['digifinex', 'digitalbtc', 'bitfinex', 'finexbox', 'resfinex', 'coinex', 'chainex', 'nominex', 'btcdig', 'indigo'], 'digifinex')
(1, 'synthetix_ProxysCOMP', ['synthetix', 'synthetify', 'proxy', 'metronome', 'thetaswap', 'thetacash', 'deltatheta', 'pantherswap', 'byllscom', 'compound'], 'synthetix')
(1, 'sushiswap_SushiMaker', ['sushiswap', 'sashimiswap', 'cryptorushin', 'maker', 'makiswap', 'busha', 'mochiswap', 'sashimidao', 'shiroswap', 'shibaswap'], 'sushiswap')
(1, 'uniswap_V3Migrator', ['uniswap', 'miniswap', 'mooniswap', 'biswap', 'emiswap', 'alligator', 'yumiswap', 'heliswap', 'jediswap', 'yetiswap'], 'uniswap')
(1, 'HolyTransaction.com', ['holytransactioncom', 'transactioncoinmining', 'polytrade', 'actioncryptocom', 'fractionalart', 'mytrade', 'bastion', 'tranchess', 'friktion', 'notional'], 'holytransactioncom')
(1, 'maker_PIP_LRC', ['maker', 'stakerz', 'sakeperp', 'pippi', 'daomaker', 'bakeryswap', 'bakerguild', 'tokemak', 'makiswap', 'defiplaza'], 'maker')
