Filter: related-concept
Blocker: bm25_3
K: 5
Time: 1.7008154392242432 seconds
Recall: 0.9325551232166018

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'miniswap', 'mooniswap', 'biswap', 'emiswap'], 'uniswap')
(1, 'aave_stableDebtTokenAddress-aRENFIL', ['fluidtokens', 'veritabledao', 'aave', 'ssap', 'everestdao'], 'aave')
(1, 'synthetix_SynthetixState', ['synthetix', 'synthetify', 'metronome', 'thetaswap', 'pantherswap'], 'synthetix')
(0, 'Symbiosis (SIS)', ['osmosis', 'nemesisdao', 'gnosis', 'ellipsisfinance', 'sistemkoin'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['badger', 'sushiswap', 'wbtc', 'coinvault', 'vaultofsatoshi'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['convergence', 'curve', 'dappaccountdao', 'zenchafinance', 'mercurity'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'clearpool', 'betafinance', 'nerve', 'swerve'], 'vesper')
(1, 'LAToken', ['latoken', 'tokenomy', 'tokenize', 'tokencan', 'bitzlato'], 'latoken')
(1, 'badger_native', ['badger', 'primitive', 'mcdex', 'helix', 'openledgerio'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'liquidswap', 'ubiquitydao', 'oceanone'], 'curve')
(1, 'Blender.io', ['blenderio', 'btclendorg', 'veritabledao', 'bitlaundercom', 'opendao'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptocom', 'cryptox', 'cryptonit', 'cryptopia'], 'cryptobountycom')
(1, 'dydx_OperationImpl1', ['dydx', 'bscstation', 'bastion', 'notional', 'openleverage'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['harvestfinance', 'wbtc', 'nest', 'curve', 'powerpoolfinance'], 'harvestfinance')
(1, 'synthetix_SynthiREN', ['synthetix', 'synthetify', 'metronome', 'pantherswap', 'synapse'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['neopin', 'curve', 'pancakeswapnew', 'zyberswap', 'stablekoi'], 'curve')
(1, 'synthetix_SynthetixDebtShare', ['synthetix', 'synthetify', 'metronome', 'thetaswap', 'pantherswap'], 'synthetix')
(0, 'fei_Chainlink TRIBE-ETH', ['zenlinkastar', 'multichain', 'beethovenxoptimism', 'sifchain', 'chainport'], 'feiprotocol')
(1, 'synthetix_ProxysRUNE', ['synthetix', 'synthetify', 'metronome', 'thetaswap', 'pantherswap'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'morphoaave', 'btcstcom-pirateat40', 'btctcom', '50btccom'], 'compound')
(1, 'synthetix_ProxysDASH', ['synthetix', 'synthetify', 'midasdao', 'metronome', 'thetaswap'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitfinex', 'dovewallet', 'wallex', 'bitcoinwalletcom', 'thorwallet'], 'bitfinex')
(1, 'dydx_SaiPriceOracle1', ['dydx', 'oracleswap', 'civfund', 'diceoncrackcom', 'apricotfinance'], 'dydx')
(1, 'barnbridge_aGUSD Rewards Pool', ['barnbridge', 'debridge', 'allbridge', 'bridgekek', 'wanbridge'], 'barnbridge')
(1, 'harvestfinance_PASTA/ETH:FARM', ['harvestfinance', 'nest', 'lodestarfinance', 'curve', 'tethys'], 'harvestfinance')
(1, 'synthetix_ProxysNIKKEI', ['synthetix', 'synthetify', 'rikkeifinance', 'metronome', 'thetaswap'], 'synthetix')
(1, 'synthetix_TokenStateiETH', ['synthetix', 'synthetify', 'fluidtokens', 'tokenlon', 'metronome'], 'synthetix')
