Filter: same-concept
Blocker: bm25_3
K: 5
Time: 0.8000161647796631 seconds
Recall: 0.7704280155642024

(1, 'uniswap_v3_pool_USDC_ETH_005', ['uniswap', 'miniswap', 'mooniswap', 'biswap', 'emiswap'], 'uniswap')
(1, 'aave_stableDebtTokenAddress-aRENFIL', ['fluidtokens', 'aave', 'ssap', 'justdefi', 'filda'], 'aave')
(0, 'synthetix_SynthetixState', ['tether', 'chatex', 'yearnfinance', 'ren', 'flr'], 'synthetix')
(0, 'Symbiosis (SIS)', ['osmosis', 'ellipsisfinance', 'sistemkoin', 'bione', 'jioswap'], 'symbiosisfinance')
(1, 'badger_native.sushiDiggWbtc-vault', ['badger', 'vesper', 'harvestfinance', 'yearnfinance', 'tether'], 'badger')
(1, 'curvefinance_Emergency-VotingApp', ['convergence', 'curve', 'dappaccountdao', 'zenchafinance', 'mercurity'], 'curve')
(1, 'vesper_vBetaETH-pool', ['vesper', 'tether', 'harvestfinance', 'yearnfinance', 'ren'], 'vesper')
(1, 'LAToken', ['latoken', 'tokenomy', 'tokencan', 'tokenize', 'bitzlato'], 'latoken')
(1, 'badger_native', ['badger', 'yearnfinance', 'tether', 'ren', 'flr'], 'badger')
(1, 'curvefinance_ankrETH-LiquidityGaugeV2', ['liquidityfinance', 'curve', 'liquidswap', 'openoceanfinance', 'oceanone'], 'curve')
(1, 'Blender.io', ['sideshift', 'blenderio', 'sinbadio', 'tornado'], 'blenderio')
(1, 'CryptoBounty.com', ['cryptobountycom', 'cryptonatorcom', 'crypto-tradecom', 'cryptopayme', 'actioncryptocom'], 'cryptobountycom')
(0, 'dydx_OperationImpl1', ['vesper', 'yearnfinance', 'tether', 'ren', 'flr'], 'dydx')
(1, 'harvestfinance_CRVRENWBTC Pool', ['harvestfinance', 'ren', 'yearnfinance', 'convex', 'vesper'], 'harvestfinance')
(0, 'synthetix_SynthiREN', ['ren', 'tether', 'yearnfinance', 'flr', 'convex'], 'synthetix')
(1, 'curvefinance_3Pool-StableSwap3Pool', ['neopin', 'curve', 'pancakeswapnew', 'zyberswap', 'stablekoi'], 'curve')
(0, 'synthetix_SynthetixDebtShare', ['tether', 'harvestfinance', 'yearnfinance', 'ren', 'flr'], 'synthetix')
(1, 'fei_Chainlink TRIBE-ETH', ['feiprotocol', 'tether', 'chatex', 'yearnfinance', 'ren'], 'feiprotocol')
(0, 'synthetix_ProxysRUNE', ['tether', 'feiprotocol', 'yearnfinance', 'ren', 'flr'], 'synthetix')
(1, 'compound_wbtc2_irm', ['compound', 'morphoaave', 'hundredfinance', 'fountainprotocol', 'commodo'], 'compound')
(0, 'synthetix_ProxysDASH', ['tether', 'feiprotocol', 'yearnfinance', 'ren', 'flr'], 'synthetix')
(1, 'Huobi 20', ['huobi', 'huobijapan', 'huobikorea', 'yobit', 'aprobit'], 'huobi')
(1, 'bitfinex Verge hot wallet', ['bitfinex', 'dovewallet', 'wallex', 'thorwallet', 'resfinex'], 'bitfinex')
(0, 'dydx_SaiPriceOracle1', ['yearnfinance', 'tether', 'ren', 'flr', 'convex'], 'dydx')
(0, 'barnbridge_aGUSD Rewards Pool', ['tether', 'badger', 'yearnfinance', 'ren', 'flr'], 'barnbridge')
